Source,StoryID,File,Full Story,Title,Sentence Number,Original Sentence,Modifier Type,Modifier,Head,Preremove Sentence Part,To Remove Part,Postremove Sentence Part,Removed Words Start Index,Removed Words End Index,Head Word Index
ROC,d7d44ad0-528b-459e-98d3-6fd4294c1748,/resources/master/parsed_sentences/parsed_sentences_roc//story_19664.dat,"Josh liked to smoke. One day, his friend offered him Marijuana. Josh accepted the offer. It was finally aired on the news that marijuana was good for everyone Josh patted himself on the back for making a good decision.",Smart Choice in Disguise,1,"One day, his friend offered him Marijuana.",nmod:tmod,day,offered,,"One day,",His friend offered him Marijuana.,1,2,6
ROC,d7d44ad0-528b-459e-98d3-6fd4294c1748,/resources/master/parsed_sentences/parsed_sentences_roc//story_19664.dat,"Josh liked to smoke. One day, his friend offered him Marijuana. Josh accepted the offer. It was finally aired on the news that marijuana was good for everyone Josh patted himself on the back for making a good decision.",Smart Choice in Disguise,3,It was finally aired on the news that marijuana was good for everyone,advmod,finally,aired,It was,finally,aired on the news that marijuana was good for everyone.,3,3,4
ROC,d7d44ad0-528b-459e-98d3-6fd4294c1748,/resources/master/parsed_sentences/parsed_sentences_roc//story_19664.dat,"Josh liked to smoke. One day, his friend offered him Marijuana. Josh accepted the offer. It was finally aired on the news that marijuana was good for everyone Josh patted himself on the back for making a good decision.",Smart Choice in Disguise,4,Josh patted himself on the back for making a good decision.,amod,good,decision,Josh patted himself on the back for making a,good,decision.,10,10,11
ROC,ff3b184d-b980-4bb4-91fb-461f4d30e28c,/resources/master/parsed_sentences/parsed_sentences_roc//story_26142.dat,Justin had a passion for dancing. He went out one evening to the local disco. Justin started boogie-ing like it was 1976. The other dancers stood in awe. Justin wasn't wearing any pants.,Don't forget your pants,1,He went out one evening to the local disco.,amod,local,disco,He went out one evening to the,local,disco.,8,8,9
ROC,ff3b184d-b980-4bb4-91fb-461f4d30e28c,/resources/master/parsed_sentences/parsed_sentences_roc//story_26142.dat,Justin had a passion for dancing. He went out one evening to the local disco. Justin started boogie-ing like it was 1976. The other dancers stood in awe. Justin wasn't wearing any pants.,Don't forget your pants,3,The other dancers stood in awe.,amod,other,dancers,The,other,dancers stood in awe.,2,2,3
ROC,6a6926db-b97c-44cb-aa9b-232c7809863b,/resources/master/parsed_sentences/parsed_sentences_roc//story_23192.dat,Katarina lost her first tooth yesterday. She cupped it in her hand and put it under her pillow. She she awoke the next morning she found twenty dollars. Katarina was so happy. She immediately put the money in her piggy bank.,Tooth fairy surprise,0,Katarina lost her first tooth yesterday.,amod,first,tooth,Katarina lost her,first,tooth yesterday.,4,4,5
ROC,6a6926db-b97c-44cb-aa9b-232c7809863b,/resources/master/parsed_sentences/parsed_sentences_roc//story_23192.dat,Katarina lost her first tooth yesterday. She cupped it in her hand and put it under her pillow. She she awoke the next morning she found twenty dollars. Katarina was so happy. She immediately put the money in her piggy bank.,Tooth fairy surprise,0,Katarina lost her first tooth yesterday.,nmod:tmod,yesterday,lost,Katarina lost her first tooth,yesterday,,6,6,2
ROC,6a6926db-b97c-44cb-aa9b-232c7809863b,/resources/master/parsed_sentences/parsed_sentences_roc//story_23192.dat,Katarina lost her first tooth yesterday. She cupped it in her hand and put it under her pillow. She she awoke the next morning she found twenty dollars. Katarina was so happy. She immediately put the money in her piggy bank.,Tooth fairy surprise,2,She she awoke the next morning she found twenty dollars.,nmod:tmod,morning,awoke,She she awoke,the next morning,she found twenty dollars.,4,6,3
ROC,ba8f374d-b655-45db-b87b-3aa7f4645afe,/resources/master/parsed_sentences/parsed_sentences_roc//story_38944.dat,"Sam asked his mom for a ride to his pal's house. She said she was too busy to chauffeur him around. So, Sam rode his bike the ten miles to his pal's house. That evening, Sam's mom got a call from her weary son. The chores had to wait while she picked up Sam and his bike.",Long Bike Ride,1,She said she was too busy to chauffeur him around.,advmod,around,chauffeur,She said she was too busy to chauffeur him,around,,10,10,8
ROC,adf33b7b-5ea7-4711-9ab8-07695afbd3f7,/resources/master/parsed_sentences/parsed_sentences_roc//story_14561.dat,Jamal's mother was a drug addict. Hew was born addicted to drugs himself. The doctors kept him in the hospital for months. Slowly they weaned him off the drugs. Soon Jamal was healthy and ready to go to his new home!,Jamal,4,Soon Jamal was healthy and ready to go to his new home!,amod,new,home,Soon Jamal was healthy and ready to go to his,new,home!,11,11,12
ROC,eafa466f-e166-4499-9fc8-2c1d09fa1b63,/resources/master/parsed_sentences/parsed_sentences_roc//story_37265.dat,"Jon wanted to fit in at his new school. When classmates talked about their pets, Jon invented one of his own. He raved so much about his pet, the other kids wanted to see it. Jon said they could visit after school the next day to meet his pet. That night, Jon decided to skip school the next day.",Made-up Pet,0,Jon wanted to fit in at his new school.,amod,new,school,Jon wanted to fit in at his,new,school.,8,8,9
ROC,eafa466f-e166-4499-9fc8-2c1d09fa1b63,/resources/master/parsed_sentences/parsed_sentences_roc//story_37265.dat,"Jon wanted to fit in at his new school. When classmates talked about their pets, Jon invented one of his own. He raved so much about his pet, the other kids wanted to see it. Jon said they could visit after school the next day to meet his pet. That night, Jon decided to skip school the next day.",Made-up Pet,2,"He raved so much about his pet, the other kids wanted to see it.",advmod,much,raved,He raved,so much,"about his pet, the other kids wanted to see it.",3,4,2
ROC,eafa466f-e166-4499-9fc8-2c1d09fa1b63,/resources/master/parsed_sentences/parsed_sentences_roc//story_37265.dat,"Jon wanted to fit in at his new school. When classmates talked about their pets, Jon invented one of his own. He raved so much about his pet, the other kids wanted to see it. Jon said they could visit after school the next day to meet his pet. That night, Jon decided to skip school the next day.",Made-up Pet,2,"He raved so much about his pet, the other kids wanted to see it.",amod,other,kids,"He raved so much about his pet, the",other,kids wanted to see it.,9,9,11
ROC,eafa466f-e166-4499-9fc8-2c1d09fa1b63,/resources/master/parsed_sentences/parsed_sentences_roc//story_37265.dat,"Jon wanted to fit in at his new school. When classmates talked about their pets, Jon invented one of his own. He raved so much about his pet, the other kids wanted to see it. Jon said they could visit after school the next day to meet his pet. That night, Jon decided to skip school the next day.",Made-up Pet,3,Jon said they could visit after school the next day to meet his pet.,nmod:tmod,day,visit,Jon said they could visit after school,the next day,to meet his pet.,8,10,5
ROC,eafa466f-e166-4499-9fc8-2c1d09fa1b63,/resources/master/parsed_sentences/parsed_sentences_roc//story_37265.dat,"Jon wanted to fit in at his new school. When classmates talked about their pets, Jon invented one of his own. He raved so much about his pet, the other kids wanted to see it. Jon said they could visit after school the next day to meet his pet. That night, Jon decided to skip school the next day.",Made-up Pet,4,"That night, Jon decided to skip school the next day.",nmod:tmod,night,decided,,"That night,",Jon decided to skip school the next day.,1,2,5
ROC,eafa466f-e166-4499-9fc8-2c1d09fa1b63,/resources/master/parsed_sentences/parsed_sentences_roc//story_37265.dat,"Jon wanted to fit in at his new school. When classmates talked about their pets, Jon invented one of his own. He raved so much about his pet, the other kids wanted to see it. Jon said they could visit after school the next day to meet his pet. That night, Jon decided to skip school the next day.",Made-up Pet,4,"That night, Jon decided to skip school the next day.",nmod:tmod,day,skip,"That night, Jon decided to skip school",the next day,0,8,10,7
ROC,2ccf72ea-8a44-4749-9415-5fdee400e260,/resources/master/parsed_sentences/parsed_sentences_roc//story_14180.dat,Kelly purchased the Harry Potter game for her iPad. At first she thought she wouldn't like it but she loved it. She had so much fun playing it. She was stuck on a level for a long time. Thankfully she beat it.,Harry Potter game,2,She had so much fun playing it.,amod,much,fun,She had,so much,fun playing it.,3,4,5
ROC,2ccf72ea-8a44-4749-9415-5fdee400e260,/resources/master/parsed_sentences/parsed_sentences_roc//story_14180.dat,Kelly purchased the Harry Potter game for her iPad. At first she thought she wouldn't like it but she loved it. She had so much fun playing it. She was stuck on a level for a long time. Thankfully she beat it.,Harry Potter game,3,She was stuck on a level for a long time.,amod,long,time,She was stuck on a level for a,long,time.,9,9,10
ROC,9cec1be5-d4d9-4ace-abbc-7783885740a1,/resources/master/parsed_sentences/parsed_sentences_roc//story_28867.dat,"There was a huge exam for the semester finals. I was nervous and could hardly breathe. The professor told us this exam is worth 90 percent of our grade. When the test began I was actually the first person to complete it. When I got my exam back, I scored very well and I was relieved.",Huge exam.,3,When the test began I was actually the first person to complete it.,advmod,actually,person,When the test began I was,actually,the first person to complete it.,7,7,10
ROC,9cec1be5-d4d9-4ace-abbc-7783885740a1,/resources/master/parsed_sentences/parsed_sentences_roc//story_28867.dat,"There was a huge exam for the semester finals. I was nervous and could hardly breathe. The professor told us this exam is worth 90 percent of our grade. When the test began I was actually the first person to complete it. When I got my exam back, I scored very well and I was relieved.",Huge exam.,3,When the test began I was actually the first person to complete it.,amod,first,person,When the test began I was actually the,first,person to complete it.,9,9,10
ROC,8d86daa0-df67-43f6-812e-bf06246d202e,/resources/master/parsed_sentences/parsed_sentences_roc//story_40039.dat,Bella made dessert for her family dinner. She made a rich chocolate pudding. Her family loved the pudding. They told Bella it was delicious. Bella was very proud of her cooking.,dessert,0,Bella made dessert for her family dinner.,compound,family,dinner,Bella made dessert for her,family,dinner.,6,6,7
ROC,8d86daa0-df67-43f6-812e-bf06246d202e,/resources/master/parsed_sentences/parsed_sentences_roc//story_40039.dat,Bella made dessert for her family dinner. She made a rich chocolate pudding. Her family loved the pudding. They told Bella it was delicious. Bella was very proud of her cooking.,dessert,1,She made a rich chocolate pudding.,compound,chocolate,pudding,She made a rich,chocolate,pudding.,5,5,6
ROC,c1ec0d12-e9a4-4672-808c-84a57274cb9d,/resources/master/parsed_sentences/parsed_sentences_roc//story_39600.dat,"Jeff started to eat his food. He realized that the flavoring of the food was very bland. He became furious and demanded a refund. The restaurant manager said no. However, Jeff threw his plate on the ground and left.",Angry Customer,4,"However, Jeff threw his plate on the ground and left.",advmod,However,threw,,"However,",Jeff threw his plate on the ground and left.,1,1,4
ROC,f5081aed-4d56-4e7e-ac1b-f32d129e6d3b,/resources/master/parsed_sentences/parsed_sentences_roc//story_14254.dat,Kim and Tim were are the park on a cool fall day. They stopped to sit on a bench and saw a Cocoa vendor nearby. Tim purchased Kim a large cocoa with whipped cream. Kim and Tim sat in the park and sipped cocoa. Kim thanked Tim and gave him a kiss on the cheek.,Hot Cocoa,2,Tim purchased Kim a large cocoa with whipped cream.,amod,large,cocoa,Tim purchased Kim a,large,cocoa with whipped cream.,5,5,6
ROC,31bb7ba2-d79c-40c4-abd2-9d708320dbe4,/resources/master/parsed_sentences/parsed_sentences_roc//story_41830.dat,"Jane's roommate had a pet guinea pig. One day, Jane watched her roommate give the pig a bath. She carefully blew dried its fur. She then powdered its feet. Jane thought her roommate was incredibly silly.",The Guinea Pig,0,Jane's roommate had a pet guinea pig.,amod,pet,pig,Jane's roommate had a,pet,guinea pig.,5,5,8
ROC,31bb7ba2-d79c-40c4-abd2-9d708320dbe4,/resources/master/parsed_sentences/parsed_sentences_roc//story_41830.dat,"Jane's roommate had a pet guinea pig. One day, Jane watched her roommate give the pig a bath. She carefully blew dried its fur. She then powdered its feet. Jane thought her roommate was incredibly silly.",The Guinea Pig,1,"One day, Jane watched her roommate give the pig a bath.",nmod:tmod,day,watched,,"One day,",Jane watched her roommate give the pig a bath.,1,2,5
ROC,31bb7ba2-d79c-40c4-abd2-9d708320dbe4,/resources/master/parsed_sentences/parsed_sentences_roc//story_41830.dat,"Jane's roommate had a pet guinea pig. One day, Jane watched her roommate give the pig a bath. She carefully blew dried its fur. She then powdered its feet. Jane thought her roommate was incredibly silly.",The Guinea Pig,3,She then powdered its feet.,advmod,then,powdered,She,then,powdered its feet.,2,2,3
ROC,74ca4182-86e3-4e3d-b3bd-deaf34b4f373,/resources/master/parsed_sentences/parsed_sentences_roc//story_38908.dat,"Lorraine has always wanted to bake a fresh cherry pie. One day she buys many cherries, sugar, and flour. She comes home and bakes a delicious pie. Lorraine invites all of her friends over to have a slice of pie. She is happy that she finally baked a cherry pie.",Lorraine Bakes Pie,0,Lorraine has always wanted to bake a fresh cherry pie.,advmod,always,wanted,Lorraine has,always,wanted to bake a fresh cherry pie.,3,3,4
ROC,74ca4182-86e3-4e3d-b3bd-deaf34b4f373,/resources/master/parsed_sentences/parsed_sentences_roc//story_38908.dat,"Lorraine has always wanted to bake a fresh cherry pie. One day she buys many cherries, sugar, and flour. She comes home and bakes a delicious pie. Lorraine invites all of her friends over to have a slice of pie. She is happy that she finally baked a cherry pie.",Lorraine Bakes Pie,1,"One day she buys many cherries, sugar, and flour.",nmod:tmod,day,buys,,One day,"She buys many cherries, sugar, and flour.",1,2,4
ROC,74ca4182-86e3-4e3d-b3bd-deaf34b4f373,/resources/master/parsed_sentences/parsed_sentences_roc//story_38908.dat,"Lorraine has always wanted to bake a fresh cherry pie. One day she buys many cherries, sugar, and flour. She comes home and bakes a delicious pie. Lorraine invites all of her friends over to have a slice of pie. She is happy that she finally baked a cherry pie.",Lorraine Bakes Pie,1,"One day she buys many cherries, sugar, and flour.",amod,many,cherries,One day she buys,many,"cherries, sugar, and flour.",5,5,6
ROC,74ca4182-86e3-4e3d-b3bd-deaf34b4f373,/resources/master/parsed_sentences/parsed_sentences_roc//story_38908.dat,"Lorraine has always wanted to bake a fresh cherry pie. One day she buys many cherries, sugar, and flour. She comes home and bakes a delicious pie. Lorraine invites all of her friends over to have a slice of pie. She is happy that she finally baked a cherry pie.",Lorraine Bakes Pie,2,She comes home and bakes a delicious pie.,amod,delicious,pie,She comes home and bakes a,delicious,pie.,7,7,8
ROC,74ca4182-86e3-4e3d-b3bd-deaf34b4f373,/resources/master/parsed_sentences/parsed_sentences_roc//story_38908.dat,"Lorraine has always wanted to bake a fresh cherry pie. One day she buys many cherries, sugar, and flour. She comes home and bakes a delicious pie. Lorraine invites all of her friends over to have a slice of pie. She is happy that she finally baked a cherry pie.",Lorraine Bakes Pie,4,She is happy that she finally baked a cherry pie.,advmod,finally,baked,She is happy that she,finally,baked a cherry pie.,6,6,7
ROC,c26ee7a3-826f-47e3-959e-ecb7db2d40a4,/resources/master/parsed_sentences/parsed_sentences_roc//story_25740.dat,There  was a hair salon that was looking to add a new product. That afternoon they were approached by a salesman. He was selling a premium shampoo. The hair salon decided to give it a try on a few customers. The customers were pleased so they carried the shampoo.,Premium shampoo,0,There  was a hair salon that was looking to add a new product.,amod,new,product,There was a hair salon that was looking to add a,new,product.,12,12,13
ROC,c26ee7a3-826f-47e3-959e-ecb7db2d40a4,/resources/master/parsed_sentences/parsed_sentences_roc//story_25740.dat,There  was a hair salon that was looking to add a new product. That afternoon they were approached by a salesman. He was selling a premium shampoo. The hair salon decided to give it a try on a few customers. The customers were pleased so they carried the shampoo.,Premium shampoo,3,The hair salon decided to give it a try on a few customers.,amod,few,customers,The hair salon decided to give it a try on a,few,customers.,12,12,13
ROC,2a02e220-b766-4700-ac30-34f8047b8629,/resources/master/parsed_sentences/parsed_sentences_roc//story_7837.dat,"Molly was thrilled to see a lady in a mermaid suit in an aquarium. Later, she saw the mermaid at the mall, without her tail. Molly cried and said the mermaid was a fake. The mermaid whispered to Molly, and the little girl smiled. She was glad the mermaid got her wish for one day.",The Mermaid,1,"Later, she saw the mermaid at the mall, without her tail.",advmod,Later,saw,,"Later,","She saw the mermaid at the mall, without her tail.",1,1,4
ROC,2a02e220-b766-4700-ac30-34f8047b8629,/resources/master/parsed_sentences/parsed_sentences_roc//story_7837.dat,"Molly was thrilled to see a lady in a mermaid suit in an aquarium. Later, she saw the mermaid at the mall, without her tail. Molly cried and said the mermaid was a fake. The mermaid whispered to Molly, and the little girl smiled. She was glad the mermaid got her wish for one day.",The Mermaid,3,"The mermaid whispered to Molly, and the little girl smiled.",amod,little,girl,"The mermaid whispered to Molly, and the",little,girl smiled.,8,8,10
ROC,6204c318-2c64-4fe4-a4ed-44ff00bb136e,/resources/master/parsed_sentences/parsed_sentences_roc//story_45422.dat,Josh wanted to become an inventor. He didn't have the required skills. He decided to get a degree in textiles engineering. Josh graduated and worked hard to create an invention. He eventually invented a new stretch-resistant fabric.,Inventor,4,He eventually invented a new stretch-resistant fabric.,amod,new,fabric,He eventually invented a,new,stretch-resistant fabric.,5,5,7
ROC,55672fd9-5ca7-4a79-b7a8-e9777258b593,/resources/master/parsed_sentences/parsed_sentences_roc//story_32834.dat,Jimmy took his dog for a walk. While walking they stopped by the park. Jimmy and his dog played in the park. It began raining so Jimmy and his dog walked back home. Jimmy and his dog got home but they were all wet.,Jimmy and his Dog Walk,3,It began raining so Jimmy and his dog walked back home.,advmod,back,walked,It began raining so Jimmy and his dog walked,back home,0,10,11,9
ROC,b39c7ce2-b024-421f-9a8a-815577484734,/resources/master/parsed_sentences/parsed_sentences_roc//story_16178.dat,"Tina had an oily face. But she loved oily food. She tried to change her diet. But she continued to crave french fries and hamburgers. When she saw her face in the mirror, she finally decided to change.",Oily Face,4,"When she saw her face in the mirror, she finally decided to change.",advmod,finally,decided,"When she saw her face in the mirror, she",finally,decided to change.,10,10,12
ROC,8fae6b2e-00e2-4f8a-8231-ca67cae540e0,/resources/master/parsed_sentences/parsed_sentences_roc//story_30613.dat,I decided to go on a trip to Key West last winter. I made reservations for the trip and a week later flew to Miami. The weather was beautiful in the keys and I went snorkeling. I also spent some time tanning out by the hotel pool. I was sad to leave Key West but I had to go back home.,My trip to Key West,1,I made reservations for the trip and a week later flew to Miami.,advmod,later,flew,I made reservations for the trip and,a week later,flew to Miami.,8,10,11
ROC,15853474-c0c4-4b24-8a77-a9ff558dc34f,/resources/master/parsed_sentences/parsed_sentences_roc//story_1652.dat,"Ron liked his new apartment, but it was pretty hot in there. He couldn't afford air conditioning and summer was coming. He was complaining to his friend, Len, who offered a solution. Len had an old window air conditioner he didn't use anymore. Len helped Ron install it and the place became cool and comfortable.",Ron's Cool Solution,0,"Ron liked his new apartment, but it was pretty hot in there.",amod,new,apartment,Ron liked his,new,"apartment, but it was pretty hot in there.",4,4,5
ROC,15853474-c0c4-4b24-8a77-a9ff558dc34f,/resources/master/parsed_sentences/parsed_sentences_roc//story_1652.dat,"Ron liked his new apartment, but it was pretty hot in there. He couldn't afford air conditioning and summer was coming. He was complaining to his friend, Len, who offered a solution. Len had an old window air conditioner he didn't use anymore. Len helped Ron install it and the place became cool and comfortable.",Ron's Cool Solution,3,Len had an old window air conditioner he didn't use anymore.,amod,old,conditioner,Len had a,old,window air conditioner he didn't use anymore.,4,4,7
ROC,15853474-c0c4-4b24-8a77-a9ff558dc34f,/resources/master/parsed_sentences/parsed_sentences_roc//story_1652.dat,"Ron liked his new apartment, but it was pretty hot in there. He couldn't afford air conditioning and summer was coming. He was complaining to his friend, Len, who offered a solution. Len had an old window air conditioner he didn't use anymore. Len helped Ron install it and the place became cool and comfortable.",Ron's Cool Solution,3,Len had an old window air conditioner he didn't use anymore.,advmod,anymore,use,Len had an old window air conditioner he didn't use,anymore,0,11,11,11
ROC,f7780f5c-76ce-43f3-8d90-3fa859b39dfc,/resources/master/parsed_sentences/parsed_sentences_roc//story_18002.dat,The chair I was sitting in had a broken leg. It was our last hand of poker. I was anxious and I couldn't stop wobbling in my chair. The other players could tell I had a really good hand. I stood up as I folded.,Poker Game,1,It was our last hand of poker.,amod,last,hand,It was our,last,hand of poker.,4,4,5
ROC,f7780f5c-76ce-43f3-8d90-3fa859b39dfc,/resources/master/parsed_sentences/parsed_sentences_roc//story_18002.dat,The chair I was sitting in had a broken leg. It was our last hand of poker. I was anxious and I couldn't stop wobbling in my chair. The other players could tell I had a really good hand. I stood up as I folded.,Poker Game,3,The other players could tell I had a really good hand.,amod,other,players,The,other,players could tell I had a really good hand.,2,2,3
ROC,f7780f5c-76ce-43f3-8d90-3fa859b39dfc,/resources/master/parsed_sentences/parsed_sentences_roc//story_18002.dat,The chair I was sitting in had a broken leg. It was our last hand of poker. I was anxious and I couldn't stop wobbling in my chair. The other players could tell I had a really good hand. I stood up as I folded.,Poker Game,3,The other players could tell I had a really good hand.,amod,good,hand,The other players could tell I had a,really good,hand.,9,10,11
ROC,945f976c-b3ce-4da6-b801-b62a17db12d7,/resources/master/parsed_sentences/parsed_sentences_roc//story_13533.dat,Lucy and her grandparents decided to watch a movie. Lucy and her grandpa were trying to decide what to watch. Grandpa always wanted to watch a western. Lucy was sick of westerns. Lucy and her grandma both voted to watch Funny Girl instead.,Funny Girl,2,Grandpa always wanted to watch a western.,advmod,always,wanted,Grandpa,always,wanted to watch a western.,2,2,3
ROC,a4dfed96-f6aa-449b-b429-c1cc9342a353,/resources/master/parsed_sentences/parsed_sentences_roc//story_35843.dat,"Tony always thought that he made the best tomato sauce. Tony would use store-bought tomato paste in his sauce. He often tried to sell people his sauce, but everyone hated it. Tony took the hint and started using fresh ingredients. Now, everybody in town wants gallons of Tony's sauce!",Tony's Tomato Sauce,0,Tony always thought that he made the best tomato sauce.,advmod,always,thought,Tony,always,thought that he made the best tomato sauce.,2,2,3
ROC,a4dfed96-f6aa-449b-b429-c1cc9342a353,/resources/master/parsed_sentences/parsed_sentences_roc//story_35843.dat,"Tony always thought that he made the best tomato sauce. Tony would use store-bought tomato paste in his sauce. He often tried to sell people his sauce, but everyone hated it. Tony took the hint and started using fresh ingredients. Now, everybody in town wants gallons of Tony's sauce!",Tony's Tomato Sauce,0,Tony always thought that he made the best tomato sauce.,amod,best,sauce,Tony always thought that he made the,best,tomato sauce.,8,8,10
ROC,a4dfed96-f6aa-449b-b429-c1cc9342a353,/resources/master/parsed_sentences/parsed_sentences_roc//story_35843.dat,"Tony always thought that he made the best tomato sauce. Tony would use store-bought tomato paste in his sauce. He often tried to sell people his sauce, but everyone hated it. Tony took the hint and started using fresh ingredients. Now, everybody in town wants gallons of Tony's sauce!",Tony's Tomato Sauce,2,"He often tried to sell people his sauce, but everyone hated it.",advmod,often,tried,He,often,"tried to sell people his sauce, but everyone hated it.",2,2,3
ROC,a4dfed96-f6aa-449b-b429-c1cc9342a353,/resources/master/parsed_sentences/parsed_sentences_roc//story_35843.dat,"Tony always thought that he made the best tomato sauce. Tony would use store-bought tomato paste in his sauce. He often tried to sell people his sauce, but everyone hated it. Tony took the hint and started using fresh ingredients. Now, everybody in town wants gallons of Tony's sauce!",Tony's Tomato Sauce,4,"Now, everybody in town wants gallons of Tony's sauce!",advmod,Now,wants,,"Now,",Everybody in town wants gallons of Tony's sauce!,1,1,6
ROC,08b45066-6d8c-409a-b97c-bde0238644d8,/resources/master/parsed_sentences/parsed_sentences_roc//story_42690.dat,Two little girls begged their parents for a kitten. The parents talked it over and decided the girls deserved one. They drove to the local animal shelter. The smaller girl found the kitten she wanted immediately. She sat by the kitten's cage with a big grin on her face.,New kitten,0,Two little girls begged their parents for a kitten.,amod,little,girls,Two,little,girls begged their parents for a kitten.,2,2,3
ROC,08b45066-6d8c-409a-b97c-bde0238644d8,/resources/master/parsed_sentences/parsed_sentences_roc//story_42690.dat,Two little girls begged their parents for a kitten. The parents talked it over and decided the girls deserved one. They drove to the local animal shelter. The smaller girl found the kitten she wanted immediately. She sat by the kitten's cage with a big grin on her face.,New kitten,2,They drove to the local animal shelter.,amod,local,shelter,They drove to the,local,animal shelter.,5,5,7
ROC,08b45066-6d8c-409a-b97c-bde0238644d8,/resources/master/parsed_sentences/parsed_sentences_roc//story_42690.dat,Two little girls begged their parents for a kitten. The parents talked it over and decided the girls deserved one. They drove to the local animal shelter. The smaller girl found the kitten she wanted immediately. She sat by the kitten's cage with a big grin on her face.,New kitten,4,She sat by the kitten's cage with a big grin on her face.,amod,big,grin,She sat by the kitten's cage with a,big,grin on her face.,9,9,11
